name,city,state,rating,reviews,phone,full_address,site,category,type
"PW E.A. Tax Services, Inc.",Grand Prairie,Texas,5.0,12.0,+1 877-382-9435,"2936 Mosaic Ct, Grand Prairie, TX 75052",https://www.pw-e-a-tax-services-inc.com/,Consultant,Consultant
Kerbow & Associates,Grand Prairie,Texas,5.0,4.0,+1 972-264-4967,"111 SW Dallas St, Grand Prairie, TX 75051",,Certified public accountant,Certified public accountant
Paradigm Tax Experts,Grand Prairie,Texas,5.0,3.0,+1 469-300-9197,"2580 W Camp Wisdom Rd Ste 100-182, Grand Prairie, TX 75052",http://www.paradigmtaxexperts.com/,Accounting firm,Accounting firm
Macatax Income Tax Services Inc,Grand Prairie,Texas,5.0,102.0,+1 972-986-1040,"597 W Pioneer Pkwy Drive, Grand Prairie, TX 75051",http://www.macatax1040.com/,Tax preparation service,Tax preparation service
"Micon Tax Services Grand Prairie, TX",Grand Prairie,Texas,5.0,8.0,+1 469-577-1343,"950 S Carrier Pkwy Ste 120, Grand Prairie, TX 75051",https://www.micontax.com/,Tax preparation service,Tax preparation service
Steel Breeze Accounting & Tax,Norwalk,Connecticut,5.0,1.0,+1 203-515-8240,"42 5th St, Norwalk, CT 06855",https://thesteelbreeze.com/,Accounting firm,Accounting firm
Francis S. Infurchia & Company,Norwalk,Connecticut,5.0,4.0,+1 203-852-7088,"45 East Ave, Norwalk, CT 06851",https://fsicpa.com/,Certified public accountant,Certified public accountant
"PKC Kuebler, APC",Temecula,California,5.0,2.0,+1 951-676-6555,"27244 Vía Industria, Temecula, CA 92590",http://www.pkckuebler.com/,Certified public accountant,Certified public accountant
"Temecula Financial Services, Inc",Temecula,California,5.0,5.0,+1 951-694-9878,"43471 Ridge Park Dr D, Temecula, CA 92590",http://www.temeculafinancial.com/,Tax preparation service,Tax preparation service
TaxNet360 Temecula,Temecula,California,5.0,2.0,+1 951-813-5969,"28924 Old Town Front St Suite 107, Temecula, CA 92590",https://www.taxnet360.com/,Accounting firm,Accounting firm
Dmitriy Company,Antioch,California,5.0,1.0,+1 925-754-8788,"3440 Hillcrest Ave, Antioch, CA 94531",,Tax preparation service,Tax preparation service
"Odlum, Fitzgerald and Associates LLC",Chelmsford,Massachusetts,5.0,18.0,+1 978-667-3771,"1 Meeting House Rd, Chelmsford, MA 01824",https://fitzgeraldcpateam.com/,Certified public accountant,Certified public accountant
"GO Accounting & Tax, Ltd.",Surprise,Arizona,5.0,6.0,+1 623-252-1946,"15331 W Bell Rd STE 312 Office 304, Surprise, AZ 85374",https://www.goaccountingtax.com/,Accounting firm,Accounting firm
Accounting By Richard Handwerk,Surprise,Arizona,5.0,3.0,+1 623-977-1765,"12211 W Bell Rd # 105, Surprise, AZ 85378",,Tax preparation service,Tax preparation service
Capital City Tax,Roseville,California,5.0,28.0,+1 916-778-0212,"800 Sunrise Ave c, Roseville, CA 95661",http://www.capitalcitytax.com/,Tax preparation,Tax preparation
Clarke CPA Group,Roseville,California,5.0,9.0,+1 916-476-6578,"915 Highland Pointe Dr STE 250, Roseville, CA 95678",https://www.clarkecpagroup.com/,Accounting firm,Accounting firm
ManzCPA,Roseville,California,5.0,33.0,+1 916-644-7202,"114 N Sunrise Ave STE B4, Roseville, CA 95661",https://www.manzcpa.com/?utm_source=google,Certified public accountant,Certified public accountant
NIMA CPA's,Roseville,California,5.0,30.0,+1 916-782-6462,"1540 Eureka Rd, Roseville, CA 95661",http://nimacpas.godaddysites.com/,Certified public accountant,Certified public accountant
Bulletproof Tax & Accounting Firm,Roseville,California,5.0,36.0,+1 916-226-5334,"3017 Douglas Blvd Suit 300, Roseville, CA 95661",https://www.bulletprooftax.com/,Accounting firm,Accounting firm
Lan Vuong CPA,West Palm Beach,Florida,5.0,53.0,+1 786-459-1626,"1645 Palm Beach Lakes Blvd #1200, West Palm Beach, FL 33401",https://consciousfinancials.com/,Accounting firm,Accounting firm
Federico & Associates Inc,Pueblo,Colorado,5.0,3.0,+1 719-564-2100,"2037 Pepper Ln, Pueblo, CO 81005",,Accountant,Accountant
Jones Urenda Accounting,Pueblo,Colorado,5.0,9.0,+1 719-543-4842,"503 N Main St #514, Pueblo, CO 81003",,Accountant,Accountant
"Hewitt, Heerschap & Couch PC",Pueblo,Colorado,5.0,4.0,+1 719-542-1287,"511 W 10th St B, Pueblo, CO 81003",https://www.hewittcouch.com/,Accountant,Accountant
Accurate Accounting and Tax LLC,Pueblo,CO,5.0,1.0,+1 719-542-6959,"503 N Main St., Ste LL110, Pueblo, CO 81003",,Accounting firm,Accounting firm
"Regan, Levin, Bloss, Brown & Savchak, P.C.",Allentown,Pennsylvania,5.0,1.0,+1 610-434-7700,"645 Hamilton St, Allentown, PA 18101",http://www.rlbaccountants.com/,Accountant,Accountant
"Herbein + Company, Inc. - Allentown, PA",Allentown,Pennsylvania,5.0,1.0,+1 610-871-8202,"7010 Snowdrift Rd Suite 400, Allentown, PA 18106",http://www.herbein.com/,Certified public accountant,Certified public accountant
Blackbird Tax & Accounting,Arvada,Colorado,5.0,2.0,+1 303-430-5513,"19016 W 84th Pl, Arvada, CO 80007",https://www.blackbirdaccounting.com/,Certified public accountant,Certified public accountant
Alfano & Associates,Arvada,Colorado,5.0,2.0,+1 303-463-7992,"5727 Allison St Ste 100, Arvada, CO 80002",http://www.alfano-cpa.com/,Certified public accountant,Certified public accountant
CohnReznick LLP,New York,New York,5.0,2.0,+1 212-297-0400,"1301 6th Ave, New York, NY 10019",http://www.cohnreznick.com/,Accountant,Accountant
Fasten Halberstam LLP,New York,New York,5.0,2.0,+1 212-751-8337,"33 Whitehall St 27th floor, New York, NY 10004",http://www.fhllp.com/,Accounting firm,Accounting firm
DLC Accounting Firm LLC,McAllen,Texas,5.0,3.0,+1 956-805-4331,"214 N 16th St ste 301, McAllen, TX 78501",,Bookkeeping service,Bookkeeping service
"Moore Lyles McCarty & McGilvray, LLP",McAllen,Texas,5.0,4.0,+1 956-630-3053,"501 W Nolana Ave, McAllen, TX 78504",http://mlmm-cpa.com/,Certified public accountant,Certified public accountant
"Smith Fankhauser Voigt & Watson, PLLC",McAllen,Texas,5.0,2.0,+1 956-682-6365,"801 Quince Ave, McAllen, TX 78501",http://www.sfvw.net/,Certified public accountant,Certified public accountant
CAS CPA LLC,McAllen,Texas,5.0,2.0,+1 956-686-2359,"220 W Nolana Ave, McAllen, TX 78504",https://www.cascpa.pro/,Accounting firm,Accounting firm
"James Hiebert, CPA",McAllen,Texas,5.0,10.0,+1 956-580-0669,"2221 Primrose Ave, McAllen, TX 78504",http://cpa-jh.com/,Certified public accountant,Certified public accountant
"Burton McCumber & Longoria, LLP | CPA Firm in McAllen",McAllen,Texas,5.0,2.0,+1 956-618-2300,"205 Pecan Blvd #2354, McAllen, TX 78501",http://www.bmltexas.com/,Accounting firm,Accounting firm
Pamela Watkins CPA,Surprise,Arizona,5.0,3.0,+1 623-218-0333,"13370 W Foxfire Dr, Surprise, AZ 85378",http://www.pwatkinscpa.com/,Accountant,Accountant
"ATAX - Arvada, CO",Arvada,Colorado,5.0,13.0,+1 720-600-0344,"8295 Ralston Rd #114, Arvada, CO 80002",https://www.atax.com/ataxoldetownarvada,Tax preparation service,Tax preparation service
Gnesist LLC - Bookkeeping & Tax Accounting Firm,Richardson,Texas,5.0,3.0,+1 469-663-4303,"1130 E Arapaho Rd #195, Richardson, TX 75081",https://gnesistgroup.com/,Accounting firm,Accounting firm
Pegasus Tax and Accounting Firm,Richardson,Texas,5.0,1.0,+1 214-484-2030,"833 E Arapaho Rd Suite 202F, Richardson, TX 75081",,Accountant,Accountant
Rick Accounting Firm LLC,Richardson,Texas,5.0,2.0,+1 972-479-1040,"811 Central Expy #201e, Richardson, TX 75080",,Accounting firm,Accounting firm
Paramount Tax & Bookkeeping Richardson,Richardson,Texas,5.0,41.0,+1 945-267-5166,"743 Brick Row Suite 220-A, Richardson, TX 75081",https://paramount.tax/richardson,Tax preparation,Tax preparation
Perkins Dexter Sinopoli & Hamm,Richardson,Texas,5.0,97.0,+1 972-669-9730,"501 W President George Bush Hwy, Richardson, TX 75080",http://www.pdshcpas.com/,Certified public accountant,Certified public accountant
Bing Luo CPA,South San Francisco,California,5.0,34.0,+1 628-294-6377,"322 King Dr, South San Francisco, CA 94080",https://bingaccounting.com/,Certified public accountant,Certified public accountant
Five Star Balanced Books,Vallejo,California,5.0,5.0,+1 707-333-0243,"228 Cabrillo Ave, Vallejo, CA 94591",http://fivestarbalancedbooks.net/,Accounting firm,Accounting firm
The Scale Collective,Miramar,Florida,5.0,6.0,,"11500 SW 43rd Dr, Miramar, FL 33025",https://www.thescalecollective.net/,Tax preparation service,Tax preparation service
"Pamela P. Harris, CPA, P.A.",Miramar,Florida,5.0,1.0,+1 954-505-0156,"3350 SW 148th Ave Suit 110, Miramar, FL 33027",http://pharriscpa.com/,Certified public accountant,Certified public accountant
Nouvo Accounting & Advisory,Miramar,Florida,5.0,34.0,+1 954-451-1182,"7971 Riviera Blvd Suite 326, Miramar, FL 33023",http://www.nouvoaa.com/,Consultant,Consultant
SAG Unique,Miramar,Florida,5.0,467.0,+1 954-445-6572,"3350 SW 148th Ave Suite 330, Miramar, FL 33027",http://www.sagunique.com/,Tax preparation service,Tax preparation service
KEAH Accounting & Tax,Miramar,Florida,5.0,32.0,+1 954-663-2248,"3350 SW 148th Ave Suit 110, Miramar, FL 33027",http://keahaccounting.com/,Accounting firm,Accounting firm
Mitsui Accounting,Miramar,Florida,5.0,33.0,+1 954-589-5070,"3600 S State Rd 7 Suite 10, Miramar, FL 33023",http://www.mitsuiaccounting.co/,Accounting firm,Accounting firm
David Derby Accounting & Tax,Flint,Michigan,5.0,23.0,+1 810-379-1240,"119 N Grand Traverse St, Flint, MI 48503",http://www.derby-accounting.com/,Accountant,Accountant
Webster Associates Group,Flint,Michigan,5.0,6.0,+1 810-736-2350,"3497 Richfield Rd, Flint, MI 48506",https://wagaccounting.com/,Accountant,Accountant
AE Tax & Financial Services,Flint,Michigan,5.0,70.0,+1 810-768-3704,"3163 Flushing Rd #220, Flint, MI 48504",https://ae-taxfinancial.com/,Tax preparation,Tax preparation
Eide Bailly,Norman,Oklahoma,5.0,2.0,+1 405-292-2900,"3501 24th Ave NW Ste. 201, Norman, OK 73069",https://www.eidebailly.com/locations/norman,Accounting firm,Accounting firm
Zardo CPA,Norman,Oklahoma,5.0,1.0,+1 405-605-3716,"905 24th Ave NW Ste B, Norman, OK 73069",https://zardocpa.com/,Accounting firm,Accounting firm
Schriver Pam,Mesquite,Texas,5.0,3.0,+1 972-226-9898,"308 Long Canyon Dr, Mesquite, TX 75150",,Accountant,Accountant
Drake CPA Group PA,Olathe,Kansas,5.0,1.0,+1 913-764-6677,"535 N Mur-Len Rd, Olathe, KS 66062",http://www.drake-cpa.com/,Accountant,Accountant
ATAX - Olathe,Olathe,Kansas,5.0,21.0,+1 913-363-1099,"16577 W 151st St, Olathe, KS 66062",https://atax.com/OlatheKS,Tax preparation service,Tax preparation service
"Theobald Demahy & Co., P. C.",Beaumont,Texas,5.0,2.0,+1 409-833-7556,"2522 Calder Ave, Beaumont, TX 77702",http://theobalddemahy.com/,Tax preparation,Tax preparation
"Davis Accounting Firm, PC",Beaumont,Texas,5.0,1.0,+1 409-898-1040,"3535 Calder Ave #200, Beaumont, TX 77706",http://www.davisaccountingfirm.com/,Tax preparation service,Tax preparation service
"Lawrence, Blackburn, Meek, Maxey & CO PC",Beaumont,Texas,5.0,1.0,+1 409-898-7610,"2920 Eastex Fwy, Beaumont, TX 77703",http://lbmmco.com/,Certified public accountant,Certified public accountant
"Davis Accounting Firm, PC",Beaumont,Texas,5.0,2.0,+1 409-333-1111,"4055 Dowlen Rd, Beaumont, TX 77706",http://www.davisaccountingfirm.com/contact,Accountant,Accountant
"Accounts101, LLC",Pearland,Texas,5.0,3.0,+1 832-392-6429,"5205 Broadway St, Pearland, TX 77581",http://www.accounts101.info/,Bookkeeping service,Bookkeeping service
Know Your Numbers Accounting PLLC,Pearland,Texas,5.0,5.0,+1 346-320-1300,"3203 Parker Dr, Pearland, TX 77584",https://know-your-numbers.com/,Accounting firm,Accounting firm
"One For The Books, LLC - Business Advisory & Accounting Solutions",Pearland,Texas,5.0,12.0,+1 281-810-6355,"4134 N Nolan Pl, Pearland, TX 77584",https://1-4thebooks.com/,Business management consultant,Business management consultant
"Fredrick G. Turner, Jr., CPA, LLC",Pearland,Texas,5.0,2.0,+1 832-329-2358,"11200 Broadway St Suite 2743, Pearland, TX 77584",http://fredrickturnercpa.com/,Accounting firm,Accounting firm
"Kendall Stone, CPA PLLC",Woodway,Texas,5.0,10.0,+1 254-772-8505,"123 Topeka Dr Suite F, Woodway, TX 76712",,Accounting firm,Accounting firm
Hornbaker Advisors,Waco,Texas,5.0,4.0,+1 254-307-1680,"7710 Central Park Dr Suite 7, Waco, TX 76712",https://www.hornbakeradvisors.com/,Accounting firm,Accounting firm
Business Solutions,Waco,Texas,5.0,1.0,+1 254-340-9350,"Glen Oaks Apts, 5100 Sanger Ave, Waco, TX 76710",http://classifiedads.com/,Accounting firm,Accounting firm
Partners Tax - Waco,Waco,Texas,5.0,21.0,+1 254-970-3870,"524 Columbus Ave, Waco, TX 76701",https://texastaxlawattorneys.com/waco-tx/,Tax preparation service,Tax preparation service
"Burchell, Denson & Morrison, P.C.",Abilene,Texas,5.0,2.0,+1 325-690-6300,"2 Village Dr #200, Abilene, TX 79606",http://www.bdmtexas.com/,Accounting firm,Accounting firm
"Kohutek, Cory CPA - Kohutek and Company PC",Abilene,Texas,5.0,1.0,+1 325-232-8595,"1 Village Dr #410, Abilene, TX 79606",https://kohutekcpa.com/,Accounting firm,Accounting firm
"Lancaster, Schnautz & White LLP",Evansville,Indiana,5.0,2.0,+1 812-402-8007,"3305 Washington Ave, Evansville, IN 47714",http://lsw-cpa.com/,Accountant,Accountant
"Harding, Shymanski & Company, P.S.C.",Evansville,Indiana,5.0,2.0,+1 812-464-9161,"21 SE 3rd St, Evansville, IN 47708",https://hsccpa.com/evansville-indiana-office/?utm_source=gmb,Certified public accountant,Certified public accountant
Balanced Bookkeeping & Accounting LLC,Broken Arrow,Oklahoma,5.0,51.0,+1 918-286-2494,"1701 S Main St Suite 134, Broken Arrow, OK 74013",https://www.balancedbookkeepingaccounting.com/,Accountant,Accountant
Modi CPA,The Colony,Texas,5.0,57.0,+1 214-618-0468,"4815 State Hwy 121 #7, The Colony, TX 75056",http://modicpa.com/,Accountant,Accountant
JM CPA,Carrollton,Texas,5.0,6.0,+1 972-302-1118,"2625 N Josey Ln #124, Carrollton, TX 75007",,Certified public accountant,Certified public accountant
Young Sook Lee CPA,Carrollton,Texas,5.0,11.0,,"2700 Old Denton Rd The View # 118, Carrollton, TX 75007",https://www.yleecpa.com/,Accounting firm,Accounting firm
Bradley & Associates PC,Carrollton,Texas,5.0,85.0,+1 214-710-1255,"2418 Marsh Ln #104, Carrollton, TX 75006",http://www.cpafirmdallas.com/,Certified public accountant,Certified public accountant
"JB Story & Associates, PC",Carrollton,Texas,5.0,11.0,+1 972-695-6142,"2340 E Trinity Mls Rd Suite 300, Carrollton, TX 75006",http://storyaccounting.com/,Accounting firm,Accounting firm
Sugarcreek Consulting,Dayton,Ohio,5.0,24.0,+1 513-449-0785,"10078 Pebblestone Dr, Dayton, OH 45458",http://www.sugarcreekconsulting.com/,Accounting firm,Accounting firm
"Lloyd, Darner, Guenther, & Ellis Pll",Dayton,Ohio,5.0,3.0,+1 937-297-3000,"7755 Paragon Rd #105, Dayton, OH 45459",http://www.ldge.com/,Certified public accountant,Certified public accountant
Schock & Poores CPAs,Dayton,Ohio,5.0,3.0,+1 937-276-2149,"8555 N Dixie Dr, Dayton, OH 45414",http://www.schockpoores.com/,Accountant,Accountant
Flagel Huber Flagel,Dayton,Ohio,5.0,29.0,+1 937-299-3400,"3400 S Dixie Dr, Dayton, OH 45439",https://fhf-cpa.com/,Certified public accountant,Certified public accountant
Delk Rutherford & Associates Inc,Dayton,Ohio,5.0,6.0,+1 937-837-0088,"836 E Westbrook Rd, Dayton, OH 45415",http://www.dricpa.com/,Tax preparation service,Tax preparation service
"Faulkner & Company, Certified Public Accountants",Dayton,Ohio,5.0,1.0,+1 937-454-1312,"8529 N Dixie Dr #250, Dayton, OH 45414",http://www.faulknercpa.com/contact.htm,Consultant,Consultant
Beutel Accountancy Corporation,Westlake Village,California,5.0,5.0,+1 805-496-8922,"2660 Townsgate Rd Suite #280, Westlake Village, CA 91361",,Certified public accountant,Certified public accountant
Ferrell Donna CPA,Round Rock,Texas,5.0,3.0,+1 512-218-0182,"2007 N Mays St # 101, Round Rock, TX 78664",,Certified public accountant,Certified public accountant
ROCK Business Solutions,Round Rock,Texas,5.0,31.0,+1 512-814-8008,"3010 E Old Settlers Blvd Suite 100, Round Rock, TX 78665",https://www.rockbusinesssolutions.com/,Accountant,Accountant
Taxagon,Round Rock,Texas,5.0,36.0,+1 737-381-2330,"555 Round Rock W Dr e225, Round Rock, TX 78681",https://taxagon.co/,Accounting firm,Accounting firm
"Parrish & Parrish CPAs, P.A.",Lakeland,Florida,5.0,11.0,+1 863-709-8337,"6700 Florida Ave S STE 19, Lakeland, FL 33813",http://www.parrishcpas.com/,Tax preparation service,Certified public accountant
"Paul DeLeo, CPA, PLLC",Parrish,Florida,5.0,3.0,+1 941-231-1040,"3918 Cardiff Pl, Parrish, FL 34219",https://pauldeleocpa.com/,Certified public accountant,Certified public accountant
Professional Payroll - Tax & Filing Services,Palmetto,Florida,5.0,11.0,+1 941-527-2729,"429 10th Ave W STE A, Palmetto, FL 34221",https://sites.google.com/view/professionalpayroll-taxfilings/home,Tax preparation service,Tax preparation service
Paramount Tax & Accounting Bradenton Beach,Bradenton,Florida,5.0,57.0,+1 941-761-8353,"7830 Cortez Rd W, Bradenton, FL 34210",https://paramount.tax/bradenton?location=bradenton-beach,Tax preparation,Tax preparation
Hoskins Quiros Patel & Loid CPAs,Bradenton,Florida,5.0,95.0,+1 941-358-8275,"1201 6th Ave W #324, Bradenton, FL 34205",http://www.loidcpa.com/,Certified public accountant,Certified public accountant
J&S Accounting,Savannah,Georgia,5.0,51.0,+1 912-508-7088,"315 Commercial Dr Suite B6 1/2, Savannah, GA 31406",https://jsaccountingga.com/,Bookkeeping service,Bookkeeping service
"Holland, Bromley, Barnhill & Brett LLP",Savannah,Georgia,5.0,2.0,+1 912-235-3410,"530 Stephenson Ave STE 200, Savannah, GA 31405",http://www.hbbbcpa.com/,Certified public accountant,Certified public accountant
"Mauldin & Jenkins, CPAs & Advisors",Savannah,Georgia,5.0,9.0,+1 912-232-0475,"6600 Abercorn St Suite 202, Savannah, GA 31405",http://www.mjcpa.com/,Accounting firm,Accounting firm
AMISABAA PLLC,Carrollton,Texas,5.0,2.0,+1 469-758-8585,"1024 Wiltshire Dr, Carrollton, TX 75007",,Accounting firm,Accounting firm
Norris CPA & Associates Inc,Bradenton,Florida,5.0,11.0,+1 941-747-0305,"3639 Cortez Rd W #250, Bradenton, FL 34210",https://norriscpa.com/,Certified public accountant,Certified public accountant
Accounting & Tax Solutions of Florida,Bradenton,Florida,5.0,19.0,+1 941-782-8577,"3707 26th St W, Bradenton, FL 34205",https://mytaxprofl.com/,Accountant,Accountant
Paramount Tax & Accounting Bradenton,Bradenton,Florida,5.0,24.0,+1 941-213-4532,"1201 6th Ave W Suite 231, Bradenton, FL 34205",https://paramount.tax/bradenton?location=bradenton-fl,Tax preparation,Tax preparation
"Sterling Tax Accountant - CPA Firm Sarasota FL ( Bookkeeping, Accounting, Tax Preparation & CFO Services )",Sarasota,Florida,5.0,57.0,+1 941-777-4700,"7142 S Beneva Rd, Sarasota, FL 34238",https://www.sterling.cpa/,Certified public accountant,Certified public accountant
